0,-0,-0,0.001,0,1.176336e-09
0.05,6.0954182697611e-11,2.127122082687e-09,0.000998221107160475,-7.14048272590221e-05,1.1740194793323e-09
0.1,1.78849514624181e-10,3.77590318148277e-09,0.000992835324594846,-0.000143740495807053,1.16751040452305e-09
0.15,3.01979851419006e-10,2.45771610404177e-09,0.000983793839587521,-0.000217559085718482,1.15701335992241e-09
0.2,3.51979399816758e-10,-2.32088339547206e-09,0.000971051576763674,-0.000292769893995981,1.1425272719181e-09
0.25,1.94930317460674e-10,-4.55993873049088e-09,0.000954557084110485,-0.000367199800855105,1.12335993580413e-09
0.3,-4.3914765847232e-11,-4.2029453693331e-09,0.000934356276400374,-0.000440552422303202,1.0995594139415e-09
0.35,-1.13664389491088e-10,7.70155309246802e-10,0.000910547628679381,-0.000511885010814503,1.07102887281167e-09
0.4,5.82953931301676e-11,6.06584716936143e-09,0.000883188421543206,-0.000582297681946752,1.03828771818431e-09
0.45,4.23374097730878e-10,5.32441467342632e-09,0.000852311612787706,-0.000653565079570038,1.00204427503966e-09
0.5,6.48021827927771e-10,1.16195783663342e-09,0.000817869980771113,-0.000724609682747428,9.61967569923037e-10
0.55,4.14392094916542e-10,-7.2466457928143e-09,0.000779835907991543,-0.000795457605514329,9.18111984872534e-10
0.6,-9.15785861961735e-11,-8.96224043100151e-09,0.000738352428851022,-0.000862311071751336,8.69494094022084e-10
0.65,-7.26819314401474e-10,-1.98184445280577e-09,0.000693564978191261,-0.000924247112119805,8.16074102230083e-10
0.7,-7.03917334366037e-10,7.78861057562825e-09,0.000645839842892482,-0.000982817884627345,7.58904666767649e-10
0.75,2.22065281608778e-10,1.49225343205792e-08,0.000595383245999787,-0.00103948251104427,6.98799690656159e-10
0.8,9.73352627689748e-10,4.9216402636765e-09,0.0005419953951189,-0.00109875238573611,6.37050541198685e-10
0.85,8.87165161056115e-10,-9.66757163966494e-09,0.000485613034394714,-0.00115642426573502,5.72261903494362e-10
0.9,1.919285659372e-10,-1.28009830606145e-08,0.000426467871630321,-0.00120708947494921,5.03017207172273e-10
0.95,-3.53366311878574e-10,-6.52129301373927e-09,0.000364977721025504,-0.00125109843809546,4.30022998974529e-10
1,-4.24724124458533e-10,2.64741197988808e-09,0.000301434359762632,-0.00129029344529955,3.54309367541515e-10
1.05,-1.48124974229094e-10,8.00801046171413e-09,0.000235996733218627,-0.00132662916117135,2.76768363924653e-10
1.1,2.01944663457873e-10,8.14142638514245e-09,0.000168785066722905,-0.00136039304594393,1.97690814879004e-10
1.15,4.36878278599073e-10,-8.64462251092288e-10,9.99572919348417e-05,-0.0013926760093511,1.17674372188314e-10
1.2,2.53677753052923e-10,-7.96670595511036e-09,2.96389361880342e-05,-0.00141979547785716,3.57040883136064e-11
1.25,-1.531158799424e-10,-7.49285098685277e-09,-4.18760145259717e-05,-0.0014397554563686,-4.84714105497642e-11
1.3,-3.62831382107653e-10,-4.86176608431489e-10,-0.000114211858216907,-0.0014527064759325,-1.34300335415826e-10
1.35,-2.42044370726967e-10,5.07536972889203e-09,-0.000187076006974378,-0.00146106974791104,-2.20598580405501e-10
1.4,1.30996857650237e-11,6.12791318908765e-09,-0.000260276388747727,-0.00146573928645328,-3.06817637250383e-10
1.45,2.13762874741762e-10,7.69209271182662e-10,-0.000333613632476609,-0.00146725216725469,-3.92522708891933e-10
1.5,1.44261926613603e-10,-4.55328608318558e-09,-0.000406895698988186,-0.00146348674097918,-4.78166685650641e-10
1.55,-1.01325583851809e-10,-5.77766328977276e-09,-0.000479827710621005,-0.00145307323554708,-5.63830333152146e-10
1.6,-3.04414917467721e-10,-1.68441591289824e-09,-0.00055207148379066,-0.001435559440799,-6.49244224407751e-10
1.65,-2.91648491674823e-10,2.97222811049872e-09,-0.000623300495311273,-0.00141243396451694,-7.33523729818301e-10
1.7,-1.2504369684845e-10,4.63793985614051e-09,-0.00069326306582332,-0.00138484356892003,-8.15998587524267e-10
1.75,4.0807219446659e-11,1.62174764581127e-09,-0.000761737512972868,-0.00135336568021184,-8.9622999784773e-10
1.8,4.62423286436221e-11,-2.90543440446983e-09,-0.000828507241398461,-0.00131703803906384,-9.74297008042474e-10
1.85,-1.25157490949148e-10,-4.75593863137525e-09,-0.000893312851782471,-0.00127457744926111,-1.05033535809044e-09
1.9,-3.03779262086139e-10,-2.6052400781083e-09,-0.000955837543893939,-0.00122562020891872,-1.1241118314387e-09
1.95,-3.62497513970971e-10,2.10366753615652e-09,-0.00101578215532664,-0.00117071508879121,-1.1951225931368e-09
2,-2.20271540707731e-10,4.12119634446106e-09,-0.00107286679615769,-0.00111165708391334,-1.26248571811316e-09
2.05,-6.27410074648745e-11,2.87839584899989e-09,-0.00112690368693229,-0.001048785940537,-1.32592041510736e-09
2.1,-3.67259790966252e-12,-1.94367331922412e-09,-0.00117768981622887,-0.000982373358173124,-1.38515429630399e-09
2.15,-1.54491060091242e-10,-4.37533391018131e-09,-0.00122503223971412,-0.000910692077482886,-1.44058888635794e-09
2.2,-3.52347625613232e-10,-4.01053186092751e-09,-0.00126865777842064,-0.000833791126031553,-1.49194558468639e-09
2.25,-4.41909454860003e-10,7.04117039598238e-10,-0.00130830591134032,-0.000751370588622247,-1.53908147248324e-09
2.3,-3.25925106608356e-10,4.3343770291018e-09,-0.00134374441587228,-0.000665396584375474,-1.58115125759733e-09
2.35,-8.28478356228709e-11,4.56184034312602e-09,-0.00137481003349663,-0.000576870639205952,-1.61771880947641e-09
2.4,3.17804247213196e-11,4.75277309534895e-10,-0.00140140842652732,-0.000486377760469626,-1.64857722037284e-09
2.45,-9.06452945723514e-11,-5.43172656485308e-09,-0.00142341376893741,-0.000393411045411579,-1.67384100312117e-09
2.5,-4.17951681190782e-10,-5.64482804420835e-09,-0.00144067179183068,-0.000295853174021032,-1.69411980125856e-09
2.55,-6.82858445161741e-10,-2.62756301218491e-09,-0.00145296486660555,-0.00019477945822868,-1.70889824755304e-09
2.6,-5.66447453882027e-10,5.14364843064845e-09,-0.00146007584676995,-8.99940431302863e-05,-1.71808130838331e-09
2.65,-1.51396882137555e-10,8.64994916269005e-09,-0.0014619296842545,1.52630648065194e-05,-1.72063119007952e-09
2.7,6.90102035903229e-10,7.28730335584409e-09,-0.00145840417844863,0.000120462405523167,-1.71634055032714e-09
2.75,1.15023475111086e-09,-5.19738442168502e-10,-0.00144969160682851,0.00022465591080173,-1.70526970756401e-09
